"S_ID","PREF_CLASS_YEAR","BUS_EMPLOYER_NAME1","BUS_JOB_TITLE","BUS_FIELD_OF_WORK_CODE","BUS_FIELD_OF_WORK_DESC","BUS_STATE","BUS_DATE_MODIFIED"
"S200364","2004","First Lutheran Church","Dir. of Youth and Family Ministry","1400","Ministry"," ",29-APR-08
"S200365","2004","Augustana Lutheran Church","Interim Pastor","1400","Ministry"," ",20-APR-12
"S200366","2004","Earth Institute at Columbia Univ.","Postdoctoral Research Scientist","1500","Research,Scientific","NY",18-OCT-11
"S200367","2004","Oregon State University","Law Student","1230","Graduate Studies"," ",10-OCT-06
"S200368","2004","ServiceNow"," ","1610","Other","CA",08-NOV-11
"S200369","2004","Providence Reg.Medical Ctr Everett","Registered Nurse (RN/BSN)","1430","Nursing"," ",10-MAY-11
"S200370","2004","Employer Unknown","Teacher","1140","Education (Secondary)"," ",14-JUN-11
"S200371","2004","New York Public Library","Library Technical Assistant III","1340","Library Science","NY",20-OCT-10
"S200373","2004","IntraLinks","Senior Manager of Marketing","1360","Marketing/Market Research"," ",18-JAN-11
"S200375","2004","Spears Abacus Advisors LLC","Principal"," "," ","NY",19-SEP-11
"S200376","2004","Partners for Adoption","Executive Director","1610","Other","CA",22-NOV-11
"S200377","2004","North Carolina State University","Theriogenology Intern","1590","Veterinary/Animal Care","NC",28-JUN-11
"S200378","2004","Employer Unknown"," ","1450","Psychology/Counseling/Therapy"," ",25-AUG-09
"S200379","2004","Temple University","Instructor","1450","Psychology/Counseling/Therapy","PA",27-OCT-09
"S200380","2004"," "," "," "," "," ",
"S200381","2004"," "," "," "," "," ",
"S200382","2004","Sutherland Asbill & Brennan","Associate","1320","Law","NY",08-DEC-11
"S200384","2004","Spalding/Emig Co.","Appraisal Associate","1280","Insurance","OH",01-DEC-11
"S200386","2004","TransGlobe Publishing Ltd.","Project Mgr,Project Coord.,Mgr.Pub.","1050","Arts"," ",06-JAN-12
"S200388","2004","U.S. District Court, SDNY","Law Clerk","1320","Law","NY",20-OCT-10
"S200390","2004","Karlsberger Companies","Junior Interior Designer","1040","Architecture"," ",18-FEB-08
"S200391","2004"," "," "," "," "," ",
"S200392","2004"," "," "," "," "," ",
"S200393","2004","Capital University","Law Student","1230","Graduate Studies"," ",25-JAN-06
"S200394","2004","University of Cincinnati","Senior Financial Aid Advisor","1150","Education (Higher Education)"," ",01-OCT-12
"S200395","2004"," "," "," "," "," ",
"S200396","2004","Smith College","Graduate Student-Social Work","1230","Graduate Studies"," ",20-APR-12
"S200397","2004"," "," "," "," "," ",
"S200398","2004","American Institutes for Research","Research Associate","1490","Research, Other","DC",12-OCT-04
"S200399","2004","St. Lukes Hospital","Internist","1370","Medicine"," ",28-SEP-12
"S200400","2004","Congregation Dorshei Tzedek","Rabbi","1400","Ministry"," ",13-AUG-12
"S200401","2004"," "," "," "," "," ",
"S200402","2004"," "," "," "," "," ",
"S200404","2004","URS","Landscape Architect/Park Planner","1040","Architecture"," ",08-NOV-11
"S200406","2004","Citizen's Academy","Expansion Planning","1610","Other"," ",18-MAR-08
"S200409","2004","Private Practice","Marriage and Family Therapist","1450","Psychology/Counseling/Therapy","IN",17-JAN-12
"S200410","2004","Pillsbury Winthrop Shaw Pittman","Legal Assistant","1320","Law"," ",29-APR-08
"S200412","2004","Employer Unknown"," "," "," "," ",05-NOV-10
"S200414","2004","Army Corps of Engineers","Junior Economist","1220","Government","CA",16-DEC-08
"S200416","2004"," "," "," "," "," ",
"S200418","2004","School Unknown","Student","1230","Graduate Studies"," ",19-MAY-11
"S200420","2004","Hable Law, PLLC","Attorney","1320","Law","MN",07-SEP-10
"S200421","2004","Stuart's Opera House","Dir.of Development & Business Mgr.","1210","Fundraising/Development","OH",18-JAN-10
"S200426","2004","Adventures Cross-Country","Regional Director","1570","Travel Agency/Tourism"," ",17-AUG-12
"S200427","2004"," "," "," "," "," ",
"S200428","2004","The Eye-Bank for Sight Restoration","Development Coordinator","1210","Fundraising/Development","NY",16-JAN-12
"S200429","2004","School Unknown","Graduate Studies","1230","Graduate Studies"," ",08-FEB-08
"S200430","2004","Ohio State University","Law Student","1230","Graduate Studies"," ",25-SEP-06
"S200432","2004","National Forest Foundation","Development Associate","1210","Fundraising/Development","MT",03-DEC-10
"S200433","2004","Employer Unknown","Attorney","1320","Law"," ",18-NOV-10
"S200434","2004","Against All Odds Productions","Photo Journalism","1440","Photography"," ",16-JAN-08
"S200435","2004","Conway Freight","Mail Room","1610","Other"," ",13-DEC-07
"S200440","2004"," "," "," "," "," ",
"S200442","2004","Morgan Stanley Smith Barney","Financial Advisor","1200","Finance","OH",18-JAN-12
"S200443","2004","Employer Unknown","ESL Teacher","1140","Education (Secondary)"," ",30-MAR-12
"S200444","2004","Employer Unknown","Comedian/Entrepreneur","1180","Entertainment","NY",13-APR-05
"S200445","2004"," "," "," "," "," ",
"S200447","2004","School Unknown","Graduate Student","1230","Graduate Studies"," ",24-JUL-06
"S200448","2004","Julie Orr Art"," ","1050","Arts"," ",12-JAN-12
"S200451","2004"," "," "," "," "," ",
"S200452","2004","Texas RioGrande Legal Aid","Grant Writer","1425","Non-Profit Adminstration","TX",13-OCT-11
"S200454","2004","Johns Hopkins Sch. of Public Health","Graduate Student-MD/PhD","1230","Graduate Studies"," ",13-DEC-11
"S200455","2004"," "," "," "," "," ",
"S200456","2004","Vanderbilt University","Research Assistant","1500","Research,Scientific"," ",09-NOV-04
"S200457","2004","U.S.Coast Guard/Dept.Homeland Sec","Lieutenant Junior Grade","1390","Military"," ",19-OCT-07
"S200464","2004"," "," "," "," "," ",
"S200466","2004","Bethlemhem/St.Marks Luth.Churches","Pastor","1400","Ministry","OH",15-AUG-12
"S200467","2004"," "," "," "," "," ",
"S200474","2004","Community ISP","Jr. Systems Engineer","1170","Engineering"," ",19-JAN-12
"S200475","2004","Bad Robot","Assistant to Head of Television","1180","Entertainment"," ",29-OCT-08
"S200477","2004","Habitat for Humanity"," ","1110","Construction"," ",24-JAN-06
"S200479","2004","Lowry Land Company"," ","1610","Other"," ",16-NOV-10
"S200480","2004","Fifth Third Bank","Structure Finance","1200","Finance"," ",26-MAR-07
"S200497","2004","USC","Student","1230","Graduate Studies"," ",09-DEC-09
"S200501","2004","Delaware County EMS","Paramedic","1610","Other","OH",20-JAN-09
"S201181","2004","Univ. of N. Carolina at Chapel Hill","Postdoctoral Research Fellow","1500","Research,Scientific","NC",09-AUG-11
"S201439","2004"," "," "," "," "," ",
"S201454","2004"," "," "," "," "," ",
"S201461","2004","Self Employed","Actress","1180","Entertainment"," ",29-NOV-07
"S201464","2004"," "," "," "," "," ",
"S201467","2004","Wood Asset Management","Trader","1200","Finance","FL",07-MAR-05
"S201469","2004","Alaska Public Defender Agency","Public Defender","1320","Law"," ",13-JAN-09
"S201484","2004"," "," "," "," "," ",
"S202445","2004"," "," "," "," "," ",
"S202447","2004","Carter G. Woodson Elem/Middle Sch","Special Educator","1140","Education (Secondary)"," ",30-NOV-07
"S202536","2004","Employer Unknown","Urban Strategy Consultant","1120","Consulting"," ",25-JAN-11
"S980269","2004","Slye Digital Media Systems","Software Manager/System Engineer","1120","Consulting","VA",29-APR-08
"S990040","2004","The Meeting Place","Social Security Advocate","1425","Non-Profit Adminstration"," ",11-FEB-09
"S990042","2004"," "," "," "," "," ",
"S990090","2004","Care","Writer/Researcher","1580","Writing"," ",08-DEC-09
"S990098","2004","Self Employed"," ","1520","Self Employed"," ",12-FEB-09
"S990128","2004","University of Florida","Graduate Student","1230","Graduate Studies"," ",03-FEB-12
"S990136","2004"," "," "," "," "," ",
"S990233","2004","Citizens Bank","Banker","1060","Banking","MA",25-SEP-12
"S990257","2004","Self Employed","Painter"," "," "," ",10-JUN-05
"S990357","2004"," "," "," "," "," ",
"S990430","2004"," "," "," "," "," ",
"S990460","2004","No Employer","Homemaker","1240","Homemaker"," ",06-APR-11
"S990468","2004","University of Michigan","Medical Student","1230","Graduate Studies"," ",03-FEB-06
"S990470","2004"," "," "," "," "," ",
"S990477","2004"," "," "," "," "," ",
"S990508","2004","Univision Communications","Sales Service Executive","1510","Sales","NY",18-JUL-11
"U000016","2004","Vorys, Sater, Seymour and Pease","Billing Department Coordinator","1010","Accounting","OH",17-APR-07
"S200008","2005"," "," "," "," "," ",
"S200016","2005","St. Michael's Episcopal Church","Office Asst./Sunday School Coord.","1400","Ministry","NY",03-NOV-11
"S200147","2005","University of Texas-Dallas","Graduate Student","1230","Graduate Studies"," ",26-MAR-07
"S200154","2005","Ashmon-Geist","CFO","1610","Other","MI",27-SEP-11
"S200159","2005"," "," "," "," "," ",
"S200306","2005"," "," "," "," "," ",
"S200385","2005","Employer Unknown","Teacher","1140","Education (Secondary)","MD",19-MAR-10
"S200405","2005"," "," "," "," "," ",
"S200415","2005"," "," "," "," "," ",
"S200422","2005"," "," "," "," "," ",
"S200499","2005"," "," "," "," "," ",
"S200503","2005","Great Western Academy","Teacher","1140","Education (Secondary)"," ",27-SEP-06
"S201001","2005"," "," "," "," "," ",
"S201002","2005"," "," "," "," "," ",
"S201004","2005"," "," "," "," "," ",
"S201005","2005","East Knox High School","Teacher/Athletic Director","1140","Education (Secondary)"," ",17-FEB-09
"S201006","2005"," "," "," "," "," ",
"S201007","2005","Digitas","Associate Dir., Account Planning","1080","Business","IL",05-DEC-12
"S201008","2005","ABT Associates","Senior Analyst","1610","Other"," ",11-APR-12
"S201009","2005"," "," "," "," "," ",
"S201010","2005"," "," "," "," "," ",
"S201011","2005","Orlando Sentinel","Reporter","1310","Journalism","FL",04-JAN-12
"S201013","2005","Rock and Roll Hall of Fame","Education Coordinator","1140","Education (Secondary)","OH",10-SEP-08
"S201014","2005"," "," "," "," "," ",
"S201015","2005","Employer Unknown","Physical Therapy","1450","Psychology/Counseling/Therapy"," ",10-MAR-10
"S201016","2005"," "," "," "," ","CO",24-JUN-08
"S201017","2005","Department of Defense"," ","1220","Government"," ",20-SEP-07
"S201018","2005"," "," "," "," "," ",
"S201019","2005","Flint Hill School","Upper School Counselor","1530","Social Work/Human Services"," ",30-MAR-10
"S201020","2005"," "," "," "," "," ",
"S201021","2005"," "," "," "," "," ",
"S201023","2005","University of Alabama at Birmingham","Research Technician","1500","Research,Scientific","AL",12-JUL-10
"S201024","2005","School Unknown","Teacher at Preparatory School","1140","Education (Secondary)"," ",12-SEP-07
"S201025","2005","University of Pittsburgh","Teaching Fellow","1150","Education (Higher Education)"," ",20-AUG-12
"S201026","2005","Self Employed","Motion Graphics Designer","1610","Other"," ",12-NOV-12
"S201027","2005","Wilson Elser Moskowitz, et. al.","Associate Attorney","1320","Law","IL",06-JUN-11
"S201028","2005","Wells Fargo","Project Manager","1060","Banking","MN",03-OCT-06
"S201029","2005","Coldwell Banker","Coldwell Banker Eco-Broker","1480","Real Estate","CA",26-JAN-09
"S201030","2005","NBC 4 Columbus OH","5:30 News Producer","1070","Broadcast-Radio/Television","OH",27-NOV-07
"S201031","2005","Peris Companies, Inc.","Project Manager","1110","Construction","VA",20-OCT-06
"S201032","2005","American Red Cross","International Services Progarm Mgr.","1290","International","CA",06-JAN-12
"S201033","2005"," "," "," "," "," ",
"S201034","2005","International Data Group","Training & Development Coordinator","1270","Human Resources","MA",22-OCT-10
"S201035","2005","Stanford University","Post Doc - Statistical Genetics","1500","Research,Scientific"," ",02-DEC-10
"S201036","2005","Amer.Speech/Lang/Hearing Assoc.","Records Manager","1610","Other","MD",20-JAN-11
"S201038","2005"," "," "," "," "," ",
"S201039","2005","The Wren's Nest","Executive Director","1410","Museum Work","GA",28-MAR-07
"S201040","2005","Medical Art Resources","Anaplastologist","1610","Other","WI",21-JUN-10
"S201041","2005"," "," "," "," "," ",
"S201042","2005","Univ. of Michigan Medical School","Medical Student","1230","Graduate Studies"," ",22-MAR-11
"S201044","2005","KeyBank","Asst.Vice President, Branch Manager","1060","Banking","OH",20-MAY-11
"S201045","2005","Wachtell, Lipton, Rosen and Katz","Litigation Paralegal","1320","Law"," ",30-JAN-06
"S201046","2005","University of Toronto","Phd Candidate, History","1230","Graduate Studies"," ",08-DEC-10
"S201047","2005"," "," "," "," "," ",
"S201050","2005"," "," "," "," "," ",
"S201052","2005"," "," "," "," "," ",
"S201053","2005","University of Toronto","PhD Student-English","1230","Graduate Studies"," ",05-OCT-07
"S201055","2005","George Mason University","Student","1230","Graduate Studies"," ",21-OCT-10
"S201056","2005","Claremont Graduate University","Political Science-Grad. Student","1230","Graduate Studies"," ",20-APR-06
"S201057","2005","Butler Area School District","9th Grade Social Studies Teacher","1140","Education (Secondary)","PA",23-AUG-07
"S201058","2005"," "," "," "," "," ",
"S201059","2005"," "," "," "," "," ",
"S201060","2005"," "," "," "," "," ",
"S201061","2005","Hospice Compassus","Hospice Social Worker","1530","Social Work/Human Services","AZ",27-JUL-12
"S201064","2005"," "," "," "," "," ",
"S201065","2005","School Unknown","Post-Bac. Studies/Graduate Studies","1230","Graduate Studies"," ",12-AUG-11
"S201067","2005","University of Chicago","PhD Candidate-English Lang. & Lit.","1230","Graduate Studies"," ",12-OCT-07
"S201068","2005"," "," "," "," "," ",
"S201069","2005","Ofc. of Medicare Hearings & Appeals","Attorney","1320","Law"," ",18-JAN-11
"S201070","2005","ADCO ISS Flight Controller Operator","QTS at NASA JSC","1220","Government"," ",06-SEP-12
"S201071","2005","Editorial Projects in Education","Research Associate","1490","Research, Other","MD",22-NOV-11
"S201073","2005"," "," "," "," "," ",
"S201074","2005","Employer Unknown"," ","1220","Government"," ",10-JUL-12
"S201075","2005"," "," "," "," "," ",
"S201076","2005","Teach for America - Chicago","Program Director","1140","Education (Secondary)","IL",02-SEP-09
"S201077","2005"," "," "," "," "," ",
"S201078","2005","Kaplan Test Prep and Admissions","Area Service Director","1150","Education (Higher Education)"," ",19-JUN-07
"S201080","2005","Ravenwood Mental Health","Adolescent Group Home Therapist","1530","Social Work/Human Services"," ",21-OCT-08
"S201081","2005","Taubman Law","Attorney","1320","Law","OH",27-MAY-11
"S201083","2005","Self Employed","Freelance Journalist","1310","Journalism"," ",14-NOV-11
"S201084","2005","George Washington University","Graduate Student-Legal","1230","Graduate Studies"," ",16-JUN-09
"S201085","2005","University of Wisconsin-Madison","Graduate Student/TA-English","1230","Graduate Studies"," ",25-AUG-09
"S201086","2005","Poly Prep Country Day School","5th & 6th Grade English Teacher","1140","Education (Secondary)"," ",28-APR-09
"S201090","2005"," "," "," "," "," ",
"S201091","2005","Webbed Marketing","Social Media Marketing Manager","1360","Marketing/Market Research","OH",26-MAY-09
"S201092","2005","School Unknown","Medical Student","1230","Graduate Studies"," ",18-FEB-08
"S201093","2005","Baker Hostetler","Associate","1320","Law","OH",21-OCT-08
"S201094","2005","Prehistoric Digital","Co-Owner","1180","Entertainment"," ",26-MAY-11
"S201095","2005"," "," "," "," "," ",
"S201096","2005","Michigan Tech Research Institute","Research Scientist","1500","Research,Scientific"," ",08-JAN-10
"S201097","2005","University of Pennsylvania","Student","1230","Graduate Studies"," ",26-MAR-07
"S201098","2005","George Mason University","Graduate Student","1230","Graduate Studies"," ",31-OCT-11
"S201099","2005","Employer Unknown","Actor","1180","Entertainment"," ",04-OCT-11
"S201100","2005","Employer Unknown","Physician","1370","Medicine"," ",08-DEC-11
